pH,tm
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.5
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
3,41.6
3,41.6
6.2,41.6
3,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7.5,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.6
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7.3,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
10.4,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
5.9,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7.5,41.7
7.5,41.7
7.5,41.7
7.5,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.7
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
4.5,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
3,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
2,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
,41.8
,41.8
,41.8
,41.8
,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.8
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
2,41.9
7,41.9
2,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7.5,41.9
7.5,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
6.3,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,41.9
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
6.6,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
9,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
6.3,42
3,42
3,42
2.03,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
,42
7,42
7,42
,42
,42
,42
,42
,42
,42
,42
,42
,42
,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
10.4,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7.5,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.1
7,42.2
7,42.2
7,42.2
6.6,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
2.7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
5.5,42.2
3,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
2,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
,42.2
,42.2
,42.2
,42.2
,42.2
,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.2
7,42.3
7,42.3
8.5,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7.3,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7.5,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
2,42.3
2,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
2.9,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
,42.3
,42.3
,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.3
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
8,42.4
7,42.4
7,42.4
7,42.4
3,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.4
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7.3,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7.8,42.5
7,42.5
7,42.5
7,42.5
3.01,42.5
3.01,42.5
3,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
,42.5
,42.5
,42.5
,42.5
,42.5
,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.5
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
2.7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
3,42.6
7,42.6
7,42.6
7,42.6
7.5,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7.5,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.6
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
6.3,42.7
7,42.7
7,42.7
2,42.7
2,42.7
2,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
,42.7
,42.7
,42.7
,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.7
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
3,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
6.3,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.8
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7.3,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
2.7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
3.01,42.9
5.2,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
4.25,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,42.9
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
5,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
6.3,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
,43
,43
,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
5,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
2.03,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.1
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
6.5,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7.4,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
8.2,43.2
7,43.2
7,43.2
7.5,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
2.5,43.2
3.01,43.2
3,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
,43.2
,43.2
,43.2
,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.2
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
5,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
3,43.3
3,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.3
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7.3,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
8.2,43.4
2.7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
5,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.4
7,43.5
7,43.5
7,43.5
6.7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
3,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
,43.5
,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.5
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
2.7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
7,43.6
3,43.6
